Sentence #,Word,POS,Tag
,naqqsu,VERB,O
,s-,DEF,O
,servizzi,NOUN,O
,li,COMP,O
,jingħataw,VERB,O
,fiċ-,PREP-DEF,O
,Ċentri,NOUN,B-ORG
,tas-,GEN-DEF,I-ORG
,Saħħa,NOUN,I-ORG
,;,X-PUN,O
,waqt,PREP,O
,li,COMP,O
,fil-,PREP-DEF,O
,qasam,NOUN,O
,tal-,GEN-DEF,O
,anzjani,NOUN,O
,",",X-PUN,O
,ma,NEG,O
,saħħewx,VERB,O
,is-,DEF,O
,servizzi,NOUN,O
,fil-,PREP-DEF,O
,kommunità,NOUN,O
,u,CONJ-CORD,O
,tul,PREP,O
,dawn,PRON-DEM,O
,l-,DEF,O
,aħħar,ADJ,O
,24,X-DIG,O
,sena,NOUN,O
,ma,NEG,O
,bnewx,VERB,O
,residenzi,NOUN,O
,biżżej,ADJ,O
,­,X-ENG,O
,jed,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 288,Qal,VERB,O
,ukoll,FOC,O
,li,COMP,O
,mhux,PRON-PERS-NEG,O
,biżżejjed,QUAN,O
,li,COMP,O
,jittieħdu,VERB,O
,miżuri,VERB,O
,ta',GEN,O
,management,ADV,O
,by,ADJ,O
,crisis,NOUN,O
,bħalma,CONJ-SUB,O
,ġara,VERB,O
,fl-,PREP-DEF,O
,aħħar,ADJ,O
,jiem,NOUN,O
,b',PREP,O
,persuni,NOUN,O
,anzjani,NOUN,O
,jiġu,VERB,O
,trasportati,PART-PASS,O
,fi,PREP,O
,djar,NOUN,O
,tal-,GEN-DEF,O
,anzjani,NOUN,O
,privati,ADJ,O
,",",X-PUN,O
,biex,CONJ-SUB,O
,għal,PREP,O
,xi,QUAN,O
,ħin,NOUN,O
,titnaqqas,VERB,O
,il-,DEF,O
,pressjoni,NOUN,O
,għas-,PREP-DEF,O
,sodod,NOUN,O
,.,X-PUN,O
Sentence: 289,Il-,DEF,O
,mentalità,NOUN,O
,tal-,GEN-DEF,O
,furbani,NOUN,O
,u,CONJ-CORD,O
,tal-,GEN-DEF,O
,avventurieri,NOUN,O
,kollha,QUAN,O
,hija,PRON-PERS,O
,dik,PRON-DEM,O
,li,COMP,O
,jaħtfu,VERB,O
,kull,QUAN,O
,priża,NOUN,O
,li,COMP,O
,tiġi,VERB,O
,f',PREP,O
,idejhom,NOUN,O
,biex,CONJ-SUB,O
,wara,PREP,O
,li,COMP,O
,jkunu,KIEN,O
,ħalltu,VERB,O
,dak,PRON-DEM,O
,li,COMP,O
,akkwistaw,VERB,O
,jaqsmu,VERB,O
,bejniethom,PREP-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 290,Minn,PREP,O
,dak,PRON-DEM,O
,li,COMP,O
,ntqal,VERB,O
,uffiċjalment,ADV,O
,jidher,VERB,O
,li,COMP,O
,GonziPN,NOUN-PROP,O
,għandu,VERB-PSEU,O
,l-,DEF,O
,istess,ADJ,O
,ħsieb,NOUN,O
,",",X-PUN,O
,jiġifieri,VERB,O
,li,COMP,O
,t-,DEF,O
,teżor,NOUN,O
,proprjetà,NOUN,O
,tal-,GEN-DEF,O
,ħakkiema,NOUN,O
,għandu,VERB-PSEU,O
,jinqasam,VERB,O
,bejniethom,PREP-PRON,O
,indaqs,ADV,O
,.,X-PUN,O
,0,0,O
Sentence: 291,Fl-,PREP-DEF,O
,istejjer,NOUN,O
,tal-,GEN-DEF,O
,furbani,NOUN,O
,u,CONJ-CORD,O
,/,X-PUN,O
,jew,CONJ-CORD,O
,il-,DEF,O
,gangsters,NOUN,O
,",",X-PUN,O
,li,COMP,O
,naqraw,VERB,O
,jew,CONJ-CORD,O
,naraw,VERB,O
,fuq,PREP,O
,it-,DEF,O
,TV,X-ABV,O
,",",X-PUN,O
,spiss,ADV,O
,jiġri,VERB,O
,li,COMP,O
,xi,QUAN,O
,wieħed,NUM-WHD,O
,minnhom,PREP-PRON,O
,jinqatel,VERB,O
,u,CONJ-CORD,O
,allura,ADV,O
,l-,DEF,O
,priża,NOUN,O
,",",X-PUN,O
,li,COMP,O
,suppost,ADV,O
,kellha,VERB-PSEU,O
,tinqasam,VERB,O
,ngħidu,VERB,O
,aħna,PRON-PERS,O
,bejn,PREP,O
,11,X-DIG,O
,",",X-PUN,O
,issa,ADV,O
,trid,VERB,O
,tinqasam,VERB,O
,bejn,PREP,O
,għaxra,NUM-CRD,O
,.,X-PUN,O
,0,0,O
Sentence: 292,Dan,PRON-DEM,O
,il-,DEF,O
,ġurnal,NOUN,O
,",",X-PUN,O
,li,COMP,O
,llum,ADV,O
,dera,NOUN,O
,bl-,PREP-DEF,O
,arroganza,NOUN,O
,fl-,PREP-DEF,O
,istil,NOUN,O
,ta',GEN,O
,GonziPN,NOUN-PROP,O
,",",X-PUN,O
,lanqas,FOC,O
,jemmen,VERB,O
,li,COMP,O
,wieħed,NUM-WHD,O
,rinomat,NOUN,O
,li,COMP,O
,jgħid,VERB,O
,u,CONJ-CORD,O
,jagħmel,VERB,O
,il-,DEF,O
,ħmerijiet,NOUN,O
,",",X-PUN,O
,jista',VERB,O
,joħroġ,VERB,O
,b',PREP,O
,ċuċata,NOUN,O
,bħal,PREP,O
,din,PRON-DEM,O
,.,X-PUN,O
,0,0,O
Sentence: 293,Sintendi,VERB,O
,s-,DEF,O
,soliti,NOUN,O
,korijiet,NOUN,O
,tal-,GEN-DEF,O
,midja,NOUN,O
,li,COMP,O
,jeżistu,VERB,O
,biss,FOC,O
,biex,CONJ-SUB,O
,jaqdu,VERB,O
,u,CONJ-CORD,O
,jservu,VERB,O
,lil,LIL,O
,min,PRON-INT,O
,jitmagħhom,VERB,O
,",",X-PUN,O
,bilġri,ADV,O
,rrepetew,VERB,O
,bħall-,PREP-DEF,O
,pappagalli,NOUN,O
,tali,ADJ,O
,raġunament,NOUN,O
,",",X-PUN,O
,jiġifieri,VERB,O
,dak,PRON-DEM,O
,li,COMP,O
,ladarba,CONJ-SUB,O
,hemm,HEMM,O
,inqas,ADJ,O
,ministri,NOUN,O
,u,CONJ-CORD,O
,segretarji,NOUN,O
,parlamentari,ADJ,O
,allura,ADV,O
,dawk,PRON-DEM,O
,il-,DEF,O
,flejjes,NOUN,O
,tal-,GEN-DEF,O
,poplu,NOUN,O
,għandhom,VERB-PSEU,O
,jinqasmu,VERB,O
,bejn,PREP,O
,sħabhom,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 294,Irid,VERB,O
,ikollok,VERB-PSEU,O
,wiċċ,NOUN,O
,GonziPN,NOUN-PROP,O
,biex,CONJ-SUB,O
,targumenta,VERB,O
,hekk,ADV,O
,!,X-PUN,O
,0,0,O
Sentence: 295,Trid,VERB,O
,tkun,KIEN,O
,s-,DEF,O
,simbolu,NOUN,O
,tar-,GEN-DEF,O
,rgħiba,NOUN,O
,biex,CONJ-SUB,O
,tiddikjara,VERB,O
,pubblikament,ADV,O
,li,COMP,O
,l-,DEF,O
,Kabinett,NOUN,O
,għandu,VERB-PSEU,O
,jaqsam,VERB,O
,bejnietu,VERB,O
,priża,NOUN,O
,li,COMP,O
,kienet,KIEN,O
,tappartjeni,VERB,O
,lil,LIL,O
,dak,PRON-DEM,O
,ta',GEN,O
,qablu,VERB,O
,",",X-PUN,O
,li,COMP,O
,kien,KIEN,O
,ifformat,PART-PASS,O
,minn,PREP,O
,iżjed,ADJ,O
,ministri,NOUN,O
,",",X-PUN,O
,apparti,ADV,O
,li,COMP,O
,dan,PRON-DEM,O
,mhu,PRON-PERS-NEG,O
,veru,ADJ,O
,xejn,PRON-INDEF,O
,kif,PRON-INT,O
,qegħdin,PROG,O
,nuru,VERB,O
,fil-,PREP-DEF,O
,ħarġa,NOUN,O
,tagħna,GEN-PRON,O
,tal-,GEN-DEF,O
,lum,NOUN,O
,!,X-PUN,O
,0,0,O
Sentence: 296,Dan,PRON-DEM,O
,id-,DEF,O
,dillirju,NOUN,O
,ta',GEN,O
,rgħiba,NOUN,O
,li,COMP,O
,ħakem,VERB,O
,lil,LIL,O
,GonziPN,NOUN-PROP,O
,qed,PROG,O
,juri,VERB,O
,liċ-,LIL-DEF,O
,ċittadini,NOUN,O
,kollha,QUAN,O
,min,PRON-INT,O
,huma,PRON-PERS,O
,l-,DEF,O
,politiċi,ADJ,O
,li,COMP,O
,jixxamplaw,VERB,O
,fis-,PREP-DEF,O
,setgħa,NOUN,O
,mhux,PRON-PERS-NEG,O
,biex,CONJ-SUB,O
,iservu,VERB,O
,u,CONJ-CORD,O
,jaqdu,VERB,O
,",",X-PUN,O
,iżda,CONJ-CORD,O
,biex,CONJ-SUB,O
,jiffoxnaw,VERB,O
,mill-,PREP-DEF,O
,ġid,NOUN,O
,pubbliku,ADJ,O
,li,COMP,O
,huma,PRON-PERS,O
,jqisu,VERB,O
,teżor,NOUN,O
,tagħhom,GEN-PRON,O
,u,CONJ-CORD,O
,li,COMP,O
,għandu,VERB-PSEU,O
,jinqasam,VERB,O
,bejniethom,PREP-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 297,Lanqas,FOC,O
,fl-,PREP-DEF,O
,iżjed,ADV,O
,tiġbid,NOUN,O
,tal-,GEN-DEF,O
,immaġinazzjoni,NOUN,O
,",",X-PUN,O
,ma,NEG,O
,tista',VERB,O
,tobsor,VERB,O
,",",X-PUN,O
,li,COMP,O
,fil-,PREP-DEF,O
,kilba,NOUN,O
,għall-,PREP-DEF,O
,akkwist,NOUN,O
,",",X-PUN,O
,GonziPN,NOUN-PROP,O
,uriena,ADJ,O
,kemm,PRON-INT,O
,taħqru,VERB,O
,qalbu,NOUN,O
,għall-,PREP-DEF,O
,poplu,NOUN,O
,li,COMP,O
,ma,NEG,O
,kellu,VERB-PSEU,O
,xejn,PRON-INDEF,O
,x',PRON-INT,O
,joffrilu,VERB,O
,jekk,CONJ-SUB,O
,mhux,PRON-PERS-NEG,O
,taxxi,NOUN,O
,fuq,PREP,O
,taxxi,NOUN,O
,u,CONJ-CORD,O
,żieda,NOUN,O
,miżera,PART-PASS,O
,ta',GEN,O
,¢,X-ABV,O
,1.16,X-DIG,O
,ċ,X-ABV,O
,.,X-PUN,O
,Fl-,PREP-DEF,O
,istess,ADJ,O
,ħin,NOUN,O
,li,COMP,O
,prim,ADJ,O
,ministri,NOUN,O
,",",X-PUN,O
,ministri,NOUN,O
,u,CONJ-CORD,O
,politiċi,NOUN,O
,oħrajn,ADJ,O
,fl-,PREP-DEF,O
,UE,X-ABV,B-ORG
,qed,PROG,O
,jiżbru,VERB,O
,l-,DEF,O
,pagi,NOUN,O
,u,CONJ-CORD,O
,l-,DEF,O
,perkaċċi,NOUN,O
,tagħhom,GEN-PRON,O
,biex,CONJ-SUB,O
,huma,PRON-PERS,O
,wkoll,FOC,O
,juru,VERB,O
,li,COMP,O
,lesti,ADJ,O
,jagħmlu,VERB,O
,s-,DEF,O
,sagrifiċċji,NOUN,O
,",",X-PUN,O
,GonziPN,NOUN-PROP,O
,iddeċieda,VERB,O
,li,COMP,O
,jżid,VERB,O
,lilu,LIL-PRON,O
,nnifsu,PRON-REF,O
,¢,X-ABV,O
,600,X-DIG,O
,fil-,PREP-DEF,O
,ġimgħa,NOUN,O
,u,CONJ-CORD,O
,jeħodhom,VERB,O
,bl-,PREP-DEF,O
,arretrati,NOUN,O
,!,X-PUN,O
,0,0,O
Sentence: 298,Issa,ADV,O
,apparti,ADV,O
,dan,PRON-DEM,O
,l-,DEF,O
,iffangar,NOUN,O
,li,COMP,O
,jridu,VERB,O
,jaħbu,VERB,O
,taħt,PREP,O
,Kabinett,NOUN,O
,iżgħar,ADJ,O
,",",X-PUN,O
,l-,DEF,O
,iskuża,NOUN,O
,xorta,NOUN,O
,waħda,NUM-WHD,O
,twieldet,VERB,O
,mejta,PART-ACT,O
,",",X-PUN,O
,għax,CONJ-SUB,O
,fil-,PREP-DEF,O
,verità,NOUN,O
,għalkemm,CONJ-SUB,O
,in-,DEF,O
,numru,NOUN,O
,ta',GEN,O
,ministri,NOUN,O
,u,CONJ-CORD,O
,segretarji,NOUN,O
,parlamentari,ADJ,O
,naqas,VERB,O
,bi,PREP,O
,ħmerija,NOUN,O
,",",X-PUN,O
,żdiedu,VERB,O
,l-,DEF,O
,assistenti,NOUN,O
,parlamentari,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 299,altru,NOUN,O
,milli,CONJ-SUB,O
,skont,PREP,O
,għall-,PREP-DEF,O
,Kaxxa,NOUN,O
,ta',GEN,O
,Malta,NOUN-PROP,B-LOC
,kif,PRON-INT,O
,ikkalkulawh,VERB,O
,!,X-PUN,O
,0,0,O
Sentence: 300,minn,PREP,O
,Charmaine,NOUN-PROP,B-PER
,Craus,NOUN-PROP,I-PER
,0,0,O
Sentence: 301,SERQULU,NOUN-PROP,O
,SAQAJH,NOUN-PROP,O
,0,0,O
Sentence: 302,…,X-PUN,O
,anzjan,NOUN,O
,ta',GEN,O
,86,X-DIG,O
,sena,NOUN,O
,mill-,PREP-DEF,O
,Fgura,NOUN-PROP,B-LOC
,jittallab,VERB,O
,lil,LIL,O
,min,PRON-INT,O
,ħadlu,VERB,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,minn,PREP,O
,wara,PREP,O
,l-,DEF,O
,bieb,NOUN,O
,ta',GEN,O
,barra,ADV,O
,0,0,O
Sentence: 303,Mingħajr,PREP,O
,is-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,",",X-PUN,O
,ma,NEG,O
,nista',VERB,O
,mmur,VERB,O
,imkien,PRON-INDEF,O
,.,X-PUN,O
,0,0,O
Sentence: 304,Kostrett,NOUN,O
,nibqa',VERB,O
,hawn,ADV,O
,",",X-PUN,O
,fis-,PREP-DEF,O
,sodda,NOUN,O
,",",X-PUN,O
,għax,CONJ-SUB,O
,saqajja,NOUN,O
,llum,ADV,O
,bla,PREP,O
,saħħa,NOUN,O
,",",X-PUN,O
,jgħid,VERB,O
,Joseph,NOUN-PROP,B-PER
,Salerno,NOUN-PROP,I-PER
,",",X-PUN,O
,anzjan,NOUN,O
,ta',GEN,O
,86,X-DIG,O
,sena,NOUN,O
,",",X-PUN,O
,li,COMP,O
,matul,PREP,O
,il-,DEF,O
,lejl,NOUN,O
,ta',GEN,O
,bejn,PREP,O
,il-,DEF,O
,Ħadd,NOUN-PROP,O
,u,CONJ-CORD,O
,t-,DEF,O
,Tnejn,NOUN-PROP,O
,",",X-PUN,O
,insteraqlu,VERB,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,minn,PREP,O
,wara,PREP,O
,l-,DEF,O
,bieb,NOUN,O
,ta',GEN,O
,barra,ADV,O
,.,X-PUN,O
,0,0,O
Sentence: 305,Permezz,NOUN,O
,ta',GEN,O
,l-,DEF,O
,orizzont,NOUN,B-ORG
,",",X-PUN,O
,Joseph,NOUN-PROP,B-PER
,Salerno,NOUN-PROP,I-PER
,",",X-PUN,O
,għażeb,NOUN,O
,li,COMP,O
,jgħix,VERB,O
,waħdu,ADV,O
,fil-,PREP-DEF,O
,Fgura,NOUN-PROP,B-LOC
,",",X-PUN,O
,xtaq,VERB,O
,jappella,VERB,O
,lil,LIL,O
,min,PRON-INT,O
,seraqlu,VERB,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,",",X-PUN,O
,biex,CONJ-SUB,O
,iġib,VERB,O
,quddiem,PREP,O
,għajnejh,NOUN,O
,it-,DEF,O
,tbatija,NOUN,O
,li,COMP,O
,se,FUT,O
,jkollu,VERB-PSEU,O
,jgħaddi,VERB,O
,minnha,PREP-PRON,O
,mingħajr,PREP,O
,dan,PRON-DEM,O
,l-,DEF,O
,apparat,NOUN,O
,tant,ADV,O
,importanti,ADJ,O
,f',PREP,O
,ħajtu,NOUN,O
,",",X-PUN,O
,anke,FOC,O
,fid-,PREP-DEF,O
,dawl,NOUN,O
,tal-,GEN-DEF,O
,fatt,NOUN,O
,li,COMP,O
,l-,DEF,O
,anzjan,NOUN,O
,m',NEG,O
,għandux,VERB-PSEU,O
,familja,NOUN,O
,biex,CONJ-SUB,O
,iddur,VERB,O
,bih,PREP-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 306,L-,DEF,O
,anzjan,NOUN,O
,huwa,PRON-PERS,O
,kostrett,NOUN,O
,juża,VERB,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,biex,CONJ-SUB,O
,jiċċaqlaq,VERB,O
,minn,PREP,O
,post,NOUN,O
,għal,PREP,O
,ieħor,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 307,Jispjegalna,VERB,O
,li,COMP,O
,kif,PRON-INT,O
,iqum,VERB,O
,mis-,PREP-DEF,O
,sodda,NOUN,O
,",",X-PUN,O
,jagħmel,VERB,O
,ftit,QUAN,O
,tal-,GEN-DEF,O
,passi,NOUN,O
,bi,PREP,O
,tbatija,NOUN,O
,",",X-PUN,O
,iżda,CONJ-CORD,O
,mill-,PREP-DEF,O
,ewwel,NUM-ORD,O
,ikollu,VERB-PSEU,O
,jirrikorri,VERB,O
,għas-,PREP-DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 308,Ma,NEG,O
,nista',VERB,O
,mmur,VERB,O
,imkien,PRON-INDEF,O
,mingħajru,PREP-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 309,Dak,PRON-DEM,O
,saqajja,NOUN,O
,",",X-PUN,O
,jgħid,VERB,O
,Joseph,NOUN-PROP,B-PER
,Salerno,NOUN-PROP,I-PER
,lil,LIL,O
,l-,DEF,O
,orizzont,NOUN,B-ORG
,",",X-PUN,O
,minn,PREP,O
,fuq,PREP,O
,is-,DEF,O
,sodda,NOUN,O
,tiegħu,GEN-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 310,L-,DEF,O
,anzjan,NOUN,O
,ilu,VERB-PSEU,O
,juża,VERB,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,għal,PREP,O
,madwar,PREP,O
,sena,NOUN,O
,u,CONJ-CORD,O
,fil-,PREP-DEF,O
,fatt,NOUN,O
,",",X-PUN,O
,jgħidilna,VERB,O
,li,COMP,O
,xtrah,VERB,O
,minn,PREP,O
,butu,NOUN,O
,għall-,PREP-DEF,O
,prezz,NOUN,O
,ta',GEN,O
,madwar,PREP,O
,€,X-PUN,O
,"1,590",X-DIG,O
,",",X-PUN,O
,peress,PREP,O
,li,COMP,O
,jitħaddem,VERB,O
,b',PREP,O
,mod,NOUN,O
,mekkanizzat,PART-PASS,O
,.,X-PUN,O
,0,0,O
Sentence: 312,Fuq,PREP,O
,il-,DEF,O
,komodina,NOUN,O
,ta',GEN,O
,ħdejn,PREP,O
,is-,DEF,O
,sodda,NOUN,O
,tiegħu,GEN-PRON,O
,",",X-PUN,O
,jurina,VERB,O
,ċ-,DEF,O
,ċavetta,NOUN,O
,tas-,GEN-DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,",",X-PUN,O
,li,COMP,O
,min,PRON-INT,O
,jużah,VERB,O
,",",X-PUN,O
,għandu,VERB-PSEU,O
,bżonnha,NOUN,O
,bilfors,ADV,O
,biex,CONJ-SUB,O
,iħaddmu,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 313,Jispjegalna,VERB,O
,li,COMP,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,ma,NEG,O
,jistax,VERB,O
,jintuża,VERB,O
,mingħajr,PREP,O
,ċavetta,NOUN,O
,u,CONJ-CORD,O
,għalhekk,ADV,O
,",",X-PUN,O
,ikbar,ADJ,O
,hija,PRON-PERS,O
,l-,DEF,O
,probabbiltà,NOUN,O
,li,COMP,O
,min,PRON-INT,O
,serqu,VERB,O
,",",X-PUN,O
,għamel,VERB,O
,dan,PRON-DEM,O
,mingħajr,PREP,O
,ebda,QUAN,O
,skrupli,NOUN,O
,dwar,PREP,O
,ir-,DEF,O
,riperkussjonijiet,NOUN,O
,li,COMP,O
,se,FUT,O
,jħalli,VERB,O
,fuq,PREP,O
,l-,DEF,O
,anzjan,NOUN,O
,li,COMP,O
,jiddependi,VERB,O
,minnu,PREP-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 314,Meta,CONJ-SUB,O
,għamel,VERB,O
,rapport,NOUN,O
,l-,DEF,O
,għassa,NOUN,O
,",",X-PUN,O
,il-,DEF,O
,Pulizija,NOUN,B-ORG
,staqsietu,VERB,O
,jekk,CONJ-SUB,O
,għandux,VERB-PSEU,O
,suspett,NOUN,O
,f',PREP,O
,xi,QUAN,O
,ħadd,PRON-INDEF,O
,",",X-PUN,O
,iżda,CONJ-CORD,O
,l-,DEF,O
,anzjan,NOUN,O
,",",X-PUN,O
,ftit,QUAN,O
,li,COMP,O
,xejn,PRON-INDEF,O
,għandu,VERB-PSEU,O
,idea,NOUN,O
,dwar,PREP,O
,min,PRON-INT,O
,seta',VERB,O
,wasal,VERB,O
,biex,CONJ-SUB,O
,jagħmel,VERB,O
,dan,PRON-DEM,O
,l-,DEF,O
,att,NOUN,O
,irresponsabbli,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 315,Jista',VERB,O
,jkun,KIEN,O
,kwalunkwe,QUAN,O
,bniedem,NOUN,O
,",",X-PUN,O
,jew,CONJ-CORD,O
,xi,QUAN,O
,ħadd,PRON-INDEF,O
,serqu,VERB,O
,biex,CONJ-SUB,O
,ibigħu,VERB,O
,inkella,ADV,O
,xi,QUAN,O
,tfal,NOUN,O
,li,COMP,O
,għamlu,VERB,O
,hekk,ADV,O
,b',PREP,O
,ċajta,NOUN,O
,.,X-PUN,O
,Jgħidilna,VERB,O
,wkoll,FOC,O
,li,COMP,O
,sar,VERB,O
,kuntatt,NOUN,O
,mal-,PREP-DEF,O
,Community,NOUN-PROP,B-ORG
,Chest,NOUN-PROP,I-ORG
,Fund,NOUN,I-ORG
,",",X-PUN,O
,biex,CONJ-SUB,O
,jaraw,VERB,O
,x',PRON-INT,O
,għajnuna,NOUN,O
,jistgħu,VERB,O
,jieħdu,VERB,O
,mingħandhom,PREP-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 316,L-,DEF,O
,anzjan,NOUN,O
,jirrimarka,VERB,O
,wkoll,FOC,O
,li,COMP,O
,min,PRON-INT,O
,ħadlu,VERB,O
,s-,DEF,O
,siġġu,NOUN,O
,",",X-PUN,O
,għamel,VERB,O
,dan,PRON-DEM,O
,billi,CONJ-SUB,O
,anke,FOC,O
,daħal,VERB,O
,fi,PREP,O
,proprjetà,NOUN,O
,privata,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 317,Billi,CONJ-SUB,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,huwa,PRON-PERS,O
,goff,ADJ,O
,u,CONJ-CORD,O
,d-,DEF,O
,dar,NOUN,O
,hija,PRON-PERS,O
,żgħira,ADJ,O
,",",X-PUN,O
,l-,DEF,O
,anzjan,NOUN,O
,kien,KIEN,O
,iħallieh,VERB,O
,fil-,PREP-DEF,O
,parapett,NOUN,O
,",",X-PUN,O
,u,CONJ-CORD,O
,kif,PRON-INT,O
,kien,KIEN,O
,",",X-PUN,O
,moħbi,PART-PASS,O
,qalb,PREP,O
,is-,DEF,O
,siġar,NOUN,O
,",",X-PUN,O
,ftit,QUAN,O
,li,COMP,O
,xejn,PRON-INDEF,O
,kien,KIEN,O
,jagħti,VERB,O
,fl-,PREP-DEF,O
,għajn,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 318,Huwa,PRON-PERS,O
,jirringrazzja,VERB,O
,lil,LIL,O
,mara,NOUN,O
,",",X-PUN,O
,li,COMP,O
,flimkien,ADV,O
,mar-,PREP-DEF,O
,raġel,NOUN,O
,tagħha,GEN-PRON,O
,",",X-PUN,O
,jgħinuh,VERB,O
,kuljum,ADV,O
,fil-,PREP-DEF,O
,bżonnijiet,NOUN,O
,tiegħu,GEN-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 319,Ma,NEG,O
,nista',VERB,O
,niċċaqlaq,VERB,O
,imkien,PRON-INDEF,O
,jekk,CONJ-SUB,O
,mhux,PRON-PERS-NEG,O
,bis-,PREP-DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,",",X-PUN,O
,u,CONJ-CORD,O
,kieku,CONJ-SUB,O
,ma,NEG,O
,jkunux,KIEN,O
,dawn,PRON-DEM,O
,il-,DEF,O
,persuni,NOUN,O
,għalija,PREP-PRON,O
,",",X-PUN,O
,il-,DEF,O
,qagħda,NOUN,O
,tiegħi,GEN-PRON,O
,hija,PRON-PERS,O
,ferm,ADV,O
,agħar,ADJ,O
,minn,PREP,O
,hekk,ADV,O
,",",X-PUN,O
,itemm,VERB,O
,jgħidilna,VERB,O
,Joseph,NOUN-PROP,B-PER
,Salerno,NOUN-PROP,I-PER
,",",X-PUN,O
,waqt,PREP,O
,li,COMP,O
,jappella,VERB,O
,lil,LIL,O
,min,PRON-INT,O
,seraqlu,VERB,O
,s-,DEF,O
,siġġu,NOUN,O
,tar-,GEN-DEF,O
,roti,NOUN,O
,biex,CONJ-SUB,O
,jifhem,VERB,O
,x',PRON-INT,O
,impatt,NOUN,O
,ħalliet,VERB,O
,din,PRON-DEM,O
,is-,DEF,O
,serqa,NOUN,O
,fuq,PREP,O
,il-,DEF,O
,ħajja,NOUN,O
,tiegħu,GEN-PRON,O
,.,X-PUN,O
Sentence: 320,Film,NOUN,O
,ibbażat,PART-PASS,O
,fuq,PREP,O
,in-,DEF,O
,novella,NOUN,O
,ta',GEN,O
,Ian,NOUN-PROP,B-PER
,McEwan,NOUN-PROP,I-PER
,li,COMP,O
,ġġor,VERB,O
,l-,DEF,O
,istess,ADJ,O
,isem,NOUN,O
,",",X-PUN,O
,0,0,O
Sentence: 321,Atonement,ADV,O
,ħareġ,VERB,O
,fiċ-,PREP-DEF,O
,ċinema,NOUN,O
,s-,DEF,O
,sena,NOUN,O
,l-,DEF,O
,oħra,ADJ,O
,b',PREP,O
,direzzjoni,NOUN,O
,ta',GEN,O
,Joe,NOUN-PROP,B-PER
,Wright,NOUN-PROP,I-PER
,u,CONJ-CORD,O
,bil-,PREP-DEF,O
,parteċipazzjoni,NOUN,O
,ta',GEN,O
,0,0,O
Sentence: 322,James,NOUN-PROP,B-PER
,McAvoy,NOUN-PROP,I-PER
,u,CONJ-CORD,O
,Keira,NOUN-PROP,B-PER
,Knightley,NOUN-PROP,I-PER
,fl-,PREP-DEF,O
,irwolijiet,NOUN,O
,prinċipali,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 323,B',PREP,O
,kollox,PRON-INDEF,O
,il-,DEF,O
,film,NOUN,O
,huwa,PRON-PERS,O
,maqsum,PART-PASS,O
,f',PREP,O
,erba',NUM-CRD,O
,partijiet,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 324,Tallis,NOUN-PROP,B-PER
,",",X-PUN,O
,tifla,NOUN,O
,ta',GEN,O
,13,X-DIG,O
,#NAME?,X-ABV,O
,sena,NOUN,O
,li,COMP,O
,ġejja,PART-ACT,O
,minn,PREP,O
,familja,NOUN,O
,ta',GEN,O
,klassi,NOUN,O
,għolja,ADJ,O
,0,0,O
Sentence: 325,Ingliża,ADJ,O
,u,CONJ-CORD,O
,li,COMP,O
,tħobb,VERB,O
,tikteb,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 326,F',PREP,O
,din,PRON-DEM,O
